property_type,sector_info,society,price,price_per_sqft,area,areaWithType,carpet_area,built_up_area,super_built_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,store room,pooja room,others,servant room,furnishing_type,luxury_score
ind. house,sector 52,ardee city,2.25,16071.0,1400.0,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,2160.0,,3.0,3.0,3 ,4.0,South-East,New Property,0,0,0,0,1,2,22
flat,sector 35,trisara our homes 3,0.38,6312.0,602.03,Built Up area: 602 (55.93 sq.m.),,602.0,,2.0,2.0,2 ,1.0,,undefined,0,0,0,0,0,1,0
flat,sector 72,tata primanti,3.21,16050.0,2000.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2000.0,2140.0,2185.0,3.0,4.0,3+ ,15.0,North-East,Relatively New,0,0,0,0,1,2,174
ind. house,sector 9,,0.45,8411.0,535.0,Carpet area: 535 (49.7 sq.m.),535.0,,,3.0,2.0,1 ,1.0,,undefined,0,0,0,0,0,1,0
flat,sector 109,ats kocoon,1.6,9169.0,1745.01,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),,1550.0,1745.0,3.0,3.0,3 ,10.0,North,Relatively New,0,0,0,0,0,1,86
flat,sector 106,paras dews,0.88,6353.0,1385.17,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 1040 sq.ft. (96.62 sq.m.),1040.0,1120.0,1385.0,2.0,2.0,3+ ,3.0,South-East,Relatively New,0,0,0,0,0,1,49
flat,sector 111,puri diplomatic greens,3.45,11694.0,2950.23,Super Built up area 2950(274.06 sq.m.),,,2950.0,4.0,5.0,3+ ,9.0,North-East,Relatively New,0,0,0,0,1,1,68
ind. house,sector 8,,0.82,9111.0,900.0,Plot area 100(83.61 sq.m.),,900.0,,4.0,3.0,3 ,2.0,North,Moderately old,0,0,0,0,0,1,12
ind. house,sector 9,,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),,558.0,,3.0,3.0,1 ,2.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 2,suncity vatsal valley,1.45,10139.0,1430.12,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),760.0,1430.0,,3.0,3.0,3 ,4.0,,Under construction,0,0,0,0,0,1,49
flat,sector 79,godrej aria,0.96,13296.0,722.02,Super Built up area 1351(125.51 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),722.0,,1351.0,2.0,2.0,3 ,8.0,North-East,Relatively New,0,0,0,0,0,1,49
flat,sector 83,vatika gurgaon,1.12,6455.0,1735.09,Super Built up area 1735(161.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,1500.0,1735.0,3.0,3.0,2 ,17.0,South,Moderately old,0,0,0,0,0,2,111
flat,sector 109,raheja atharva,0.79,7931.0,996.09,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),996.0,,1457.0,3.0,2.0,2 ,3.0,,Relatively New,0,0,0,0,0,2,44
flat,sector 113,la vida by tata housing,1.5,11755.0,1276.05,Carpet area: 1276 (118.54 sq.m.),1276.0,,,2.0,2.0,2 ,13.0,,New Property,0,0,0,0,0,1,71
flat,sector 37c,imperia the esfera,0.98,5399.0,1815.15,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),1510.0,,1815.0,3.0,4.0,3 ,9.0,South-West,Relatively New,0,0,0,1,1,1,49
flat,sector 83,emaar palm gardens,1.4,9675.0,1447.03,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),1447.0,,1720.0,3.0,3.0,3 ,11.0,North,Relatively New,0,0,0,0,1,0,58
flat,sector 95,ramsons kshitij,0.4,5839.0,685.05,Carpet area: 685 (63.64 sq.m.),685.0,,,3.0,2.0,2 ,6.0,,undefined,0,0,0,0,0,1,0
flat,sector 102,shapoorji pallonji joyville gurugram,1.24,10205.0,1215.09,Super Built up area 1215(112.88 sq.m.),,,1215.0,2.0,2.0,2 ,10.0,East,Relatively New,0,0,0,0,0,1,141
flat,sector 107,m3m woodshire,1.29,8835.0,1460.1,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),1460.0,,1943.0,3.0,3.0,3+ ,1.0,East,Relatively New,0,0,1,0,0,2,174
ind. house,sector 17b,kothi,6.95,15444.0,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),,4500.0,,4.0,4.0,3+ ,2.0,,old Property,1,1,1,0,1,1,33
flat,sector 62,emaar digihomes,2.15,14257.0,1508.03,Carpet area: 1508 (140.1 sq.m.),1508.0,,,2.0,2.0,3 ,31.0,,Under construction,0,0,0,0,0,1,101
flat,sector 69,tulip violet,1.66,10134.0,1638.05,Super Built up area 1638(152.18 sq.m.),,,1638.0,3.0,3.0,2 ,1.0,South-West,Relatively New,0,0,0,0,0,1,157
flat,sector 2,rk tower,0.95,9595.0,990.1,Carpet area: 990 (91.97 sq.m.),990.0,,,2.0,2.0,1 ,1.0,South-East,Relatively New,0,0,0,0,0,1,99
flat,sector 1b,eden landmark,0.5,3847.0,1299.71,Built Up area: 1300 (120.77 sq.m.),,1300.0,,2.0,2.0,0 ,7.0,,Under construction,0,0,0,0,0,1,0
flat,sector 65,m3m golfestate,5.9,17543.0,3363.16,Super Built up area 3363(312.43 sq.m.),,,3363.0,3.0,3.0,3 ,9.0,,Moderately old,1,0,0,0,0,0,21
flat,sector 99a,raheja vanya,0.59,3975.0,1484.28,Super Built up area 1252.13(116.33 sq.m.),,,,2.0,2.0,3 ,1.0,East,Under construction,0,0,0,1,0,1,96
ind. house,sector 63,signature global city 63a,1.5,6289.0,2385.0,Built Up area: 2385 (221.57 sq.m.),,2385.0,,3.0,3.0,2 ,1.0,,New Property,0,0,0,0,0,1,0
flat,sector 69,tulip violet,1.76,9513.0,1850.1,Super Built up area 1850(171.87 sq.m.),,,1850.0,3.0,4.0,2 ,1.0,South-West,Relatively New,0,0,0,0,0,1,157
flat,sector 108,sobha city,3.75,14938.0,2510.38,Super Built up area 2343(217.67 sq.m.),,,2343.0,3.0,3.0,2 ,16.0,North-East,New Property,0,0,0,0,1,1,77
ind. house,sector 48,vipul tatvam villa,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),,3240.0,,4.0,4.0,2 ,,East,Moderately old,0,1,1,0,1,1,88
ind. house,sector 4,,3.25,14444.0,2250.0,Plot area 250(209.03 sq.m.),,2250.0,,3.0,3.0,2 ,2.0,South-East,old Property,0,0,0,0,0,1,27
flat,sector 104,puri emerald bay,2.65,15007.0,1765.84,Super Built up area 2450(227.61 sq.m.)Carpet area: 1765.73 sq.ft. (164.04 sq.m.),1766.0,,2450.0,3.0,4.0,3 ,15.0,North-East,Relatively New,0,0,0,0,1,2,174
flat,sector 28,rose apartment,3.0,10482.0,2862.05,Super Built up area 2862(265.89 sq.m.),,,2862.0,3.0,5.0,3+ ,8.0,,old Property,0,0,0,0,0,1,0
flat,sector 65,m3m heights,2.01,13500.0,1488.89,Super Built up area 1516(140.84 sq.m.)Carpet area: 1433 sq.ft. (133.13 sq.m.),1433.0,,1516.0,2.0,2.0,3 ,8.0,North-East,New Property,1,0,0,0,0,1,44
flat,sector 102,adani m2k oyster grande,1.8,9528.0,1889.17,Super Built up area 1889(175.49 sq.m.),,,1889.0,3.0,4.0,3 ,17.0,South-East,Relatively New,0,0,0,0,1,1,49
flat,sector 79,godrej,2.03,9046.0,2244.09,Super Built up area 2244(208.47 sq.m.),,,2244.0,3.0,4.0,3+ ,7.0,South-East,Relatively New,0,0,0,0,1,1,118
ind. house,sector 48,eldeco mansionz,4.95,20599.0,2403.0,Plot area 267(223.25 sq.m.),,2403.0,,7.0,7.0,3+ ,2.0,South,old Property,1,1,1,0,1,2,145
flat,sector 65,emaar mgf emerald estate,1.3,20602.0,631.01,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),631.0,,1020.0,2.0,2.0,2 ,7.0,West,Relatively New,1,0,0,0,0,1,78
flat,sector 95,rof ananda,0.46,6318.0,728.08,Carpet area: 728 (67.63 sq.m.),728.0,,,2.0,2.0,2 ,11.0,North-West,New Property,1,0,0,0,0,1,82
flat,sector 82a,dlf the primus,2.55,11218.0,2273.13,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),1340.0,,2273.0,4.0,4.0,3+ ,14.0,South-West,Relatively New,0,0,0,0,0,0,44
flat,sector 35,breez global hill view,0.3,5403.0,555.06,Super Built up area 655(60.85 sq.m.)Carpet area: 555 sq.ft. (51.56 sq.m.),555.0,,655.0,2.0,2.0,2 ,6.0,North-East,New Property,0,0,0,0,0,1,109
flat,sector 103,indiabulls centrum park,1.01,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1250.0,,1423.0,2.0,2.0,3 ,5.0,West,Relatively New,0,1,0,0,0,2,165
ind. house,sector 55,,1.6,160000.0,100.0,Plot area 100(9.29 sq.m.),,100.0,,3.0,2.0,2 ,41.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 68,pareena mi casa,1.15,9236.0,1245.13,Super Built up area 1245(115.66 sq.m.),,,1245.0,2.0,2.0,3 ,8.0,East,New Property,0,0,0,0,0,1,49
flat,sector 2,bestech park view residency,0.56,8553.0,650.06,Carpet area: 650 (60.39 sq.m.),650.0,,,1.0,1.0,2 ,7.0,South-West,Moderately old,0,0,0,0,0,1,92
flat,sector 112,experion windchants,6.5,10416.0,6240.4,Built Up area: 4800 (445.93 sq.m.),,4800.0,,4.0,5.0,3 ,11.0,South,Relatively New,0,0,0,0,0,1,55
flat,sector 83,vatika gurgaon,0.78,6265.0,1245.01,Super Built up area 1245(115.66 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),790.0,850.0,1245.0,2.0,2.0,2 ,3.0,South-East,Relatively New,1,0,1,0,0,2,165
flat,sector 35,gls arawali homes,0.26,4600.0,576.09,Super Built up area 576(53.51 sq.m.),,,576.0,2.0,2.0,2 ,5.0,,New Property,0,0,0,0,0,1,42
ind. house,sector 23a,,0.7,6034.0,1160.0,Plot area 1160(107.77 sq.m.),,1160.0,,3.0,3.0,0,1.0,North-East,Relatively New,0,0,0,0,0,1,23
ind. house,sector 39,,5.15,14072.0,3660.0,Built Up area: 340,,0.0,,5.0,5.0,0,1.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 85,godrej air,2.5,1379.0,18129.08,Carpet area: 18122 (1683.59 sq.m.),18122.0,,,4.0,5.0,3+ ,16.0,North-East,Under construction,1,0,1,1,0,2,44
flat,sector 86,microtek greenburg,1.3,15294.0,850.01,Carpet area: 850 (78.97 sq.m.),850.0,,,2.0,3.0,3 ,5.0,North-East,Relatively New,1,0,0,0,0,2,45
flat,sector 102,shapoorji pallonji joyville gurugram,0.95,10383.0,914.96,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),675.0,915.0,,2.0,2.0,2 ,14.0,,undefined,0,0,0,0,0,1,0
flat,sector 37d,bptp terra,1.8,8215.0,2191.11,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),1860.0,,2191.0,4.0,3.0,3 ,18.0,North-West,Relatively New,1,0,1,0,1,1,49
flat,sector 56,kendriya vihar,0.55,9016.0,610.03,Carpet area: 610 (56.67 sq.m.),610.0,,,1.0,2.0,1 ,1.0,,old Property,0,0,0,0,0,1,68
flat,sector 66,emaar mgf the palm drive,3.5,15909.0,2200.01,Super Built up area 2200(204.39 sq.m.)Built Up area: 2125 sq.ft. (197.42 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2000.0,2125.0,2200.0,3.0,3.0,3 ,7.0,North-East,Moderately old,0,1,0,0,1,2,149
flat,sector 90,dlf regal gardens,1.65,7449.0,2215.06,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1700.0,1900.0,2215.0,4.0,4.0,3+ ,8.0,East,Relatively New,0,0,0,1,0,1,79
flat,sector 81,bestech park view ananda,1.15,6927.0,1660.17,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),1082.0,,1660.0,3.0,2.0,3+ ,12.0,East,Relatively New,0,0,0,0,0,1,101
flat,sector 89,greenopolis,0.65,5195.0,1251.2,Carpet area: 1251 (116.22 sq.m.),1251.0,,,2.0,2.0,2 ,15.0,,Under construction,0,0,0,0,0,1,37
flat,sector 92,sare green parc phase 3,1.1,6875.0,1600.0,Carpet area: 1600 (148.64 sq.m.),1600.0,,,4.0,3.0,2 ,12.0,North,New Property,0,0,0,0,0,1,15
flat,sector 84,alpha corp gurgaonone,1.2,9448.0,1270.11,Super Built up area 1270(117.99 sq.m.),,,1270.0,2.0,2.0,1 ,6.0,South-West,Relatively New,0,0,0,0,0,1,13
ind. house,sector 70a,bptp visionnaire,4.6,17624.0,2610.0,Plot area 290(242.48 sq.m.),,2610.0,,4.0,4.0,3+ ,3.0,North,Moderately old,1,1,1,0,1,1,96
flat,sector 56,the lions cghs,2.0,8333.0,2400.1,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2100.0,,2400.0,4.0,4.0,3 ,8.0,West,Relatively New,0,0,0,1,0,2,49
flat,sector 23a,radhakrishna society,0.55,5000.0,1100.0,Super Built up area 1100(102.19 sq.m.),,,1100.0,2.0,2.0,1 ,1.0,West,Moderately old,0,0,0,0,0,2,29
ind. house,sector 109,international city by sobha phase 1,6.1,25103.0,2430.0,Plot area 270(225.75 sq.m.),,2430.0,,5.0,6.0,3+ ,2.0,,Moderately old,0,0,0,0,1,1,30
ind. house,sector 104,,0.9,10000.0,900.0,Plot area 100(83.61 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 170 sq.yards (142.14 sq.m.),1530.0,900.0,,4.0,5.0,3 ,3.0,West,New Property,0,0,0,1,0,1,14
flat,sector 61,smart world orchard,2.0,12911.0,1549.07,Carpet area: 1549 (143.91 sq.m.),1549.0,,,3.0,3.0,2 ,3.0,,New Property,0,0,0,1,0,1,61
flat,sector 35,hcbs sports ville,0.38,5067.0,749.95,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),650.0,750.0,,2.0,2.0,2 ,9.0,East,undefined,0,0,0,0,0,1,0
ind. house,sector 48,,0.95,8920.0,1065.0,Plot area 1065(98.94 sq.m.),,1065.0,,10.0,10.0,3+ ,3.0,,New Property,0,0,0,0,0,1,0
flat,sector 63a,birla navya,2.2,17488.0,1258.01,Super Built up area 1258(116.87 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),770.0,,1258.0,2.0,3.0,3+ ,4.0,,Under construction,0,0,0,0,0,1,60
flat,sector 37d,ramprastha the edge towers,1.0,5649.0,1770.22,Super Built up area 1770(164.44 sq.m.),,,1770.0,3.0,3.0,3+ ,13.0,,Moderately old,0,0,0,0,0,1,38
ind. house,sector 28,,0.65,144444.0,45.0,Plot area 45(4.18 sq.m.),,45.0,,3.0,3.0,2 ,3.0,East,old Property,0,0,0,0,0,1,15
ind. house,sector 38,,4.0,21786.0,1836.0,Plot area 204(170.57 sq.m.),,1836.0,,6.0,6.0,3+ ,4.0,North-East,old Property,1,0,1,1,1,2,137
ind. house,sector 9,,1.25,8735.0,1431.0,Plot area 159(132.94 sq.m.),,1431.0,,10.0,6.0,3+ ,3.0,,old Property,0,0,0,0,0,1,0
ind. house,sector 82,vatika signature villas,3.2,14351.0,2230.0,Plot area 2160(200.67 sq.m.),,2160.0,,3.0,4.0,3 ,1.0,,New Property,1,1,1,0,1,1,66
flat,sector 68,supertech hues,0.93,8611.0,1080.01,Carpet area: 1080 (100.34 sq.m.),1080.0,,,2.0,2.0,2 ,11.0,,undefined,0,0,0,0,0,1,0
flat,sector 84,alpha corp gurgaonone,1.15,7496.0,1534.15,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),1260.0,,1534.0,2.0,2.0,3 ,14.0,South-East,Relatively New,1,0,0,0,0,1,28
ind. house,sector 3,,0.4,7619.0,525.0,Carpet area: 525 (48.77 sq.m.),525.0,,,2.0,2.0,1 ,1.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 67,bestech park view spa next,2.7,11489.0,2350.07,Super Built up area 2350(218.32 sq.m.),,,2350.0,4.0,4.0,3+ ,9.0,South-West,Moderately old,0,0,1,0,1,2,149
flat,sector 37c,ild greens,0.78,5714.0,1365.07,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),900.0,1068.0,1365.0,2.0,2.0,3 ,1.0,North,Moderately old,0,0,0,0,0,2,103
flat,sector 40,lig flat,1.5,50000.0,300.0,Built Up area: 300 (27.87 sq.m.),,300.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 36,,0.75,6938.0,1081.0,Built Up area: 1081 (100.43 sq.m.),,1081.0,,3.0,1.0,0,1.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 2,,1.15,19360.0,594.0,Plot area 66(55.18 sq.m.),,594.0,,3.0,3.0,2 ,2.0,South-East,old Property,0,0,0,0,0,2,32
flat,sector 106,paras dews,1.13,6406.0,1763.97,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1130.0,1186.0,1760.0,3.0,4.0,3+ ,18.0,North-West,Relatively New,1,0,0,0,1,1,49
flat,sector 66,emaar the palm drive,3.9,18636.0,2092.72,Built Up area: 2200 (204.39 sq.m.),,2200.0,,3.0,4.0,3 ,2.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 107,signature global solera,0.36,6581.0,547.03,Carpet area: 547 (50.82 sq.m.),547.0,,,2.0,2.0,2 ,8.0,South-East,Relatively New,0,0,0,0,0,1,45
flat,sector 70,unitech south park,1.13,7000.0,1614.29,Super Built up area 1610(149.57 sq.m.),,,1610.0,3.0,3.0,2 ,1.0,,Under construction,0,0,0,0,0,1,46
flat,sector 56,kiran residency,1.54,8324.0,1850.07,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,1900.0,2000.0,3.0,4.0,3+ ,5.0,South,old Property,0,0,0,0,1,2,98
ind. house,sector 3a,,0.85,630.0,13492.0,Plot area 1500(1254.19 sq.m.),,13500.0,,3.0,3.0,1 ,1.0,North,Relatively New,0,0,0,1,0,1,0
ind. house,sector 49,,4.5,15625.0,2880.0,Plot area 320(267.56 sq.m.),,2880.0,,8.0,8.0,3 ,3.0,North-East,Moderately old,1,1,1,0,1,0,151
ind. house,sector 27,nul,12.5,51440.0,2430.0,Plot area 270(225.75 sq.m.),,2430.0,,16.0,17.0,3+ ,4.0,South,Relatively New,1,0,1,1,1,0,137
ind. house,sector 25,dlf city plots phase 2,10.0,400000.0,250.0,Plot area 250(23.23 sq.m.),,250.0,,12.0,12.0,3+ ,4.0,North,Relatively New,1,0,0,0,1,2,114
flat,sector 92,sare homes,1.1,5347.0,2057.23,Carpet area: 2057 (191.1 sq.m.),2057.0,,,4.0,4.0,3 ,4.0,North-West,Relatively New,0,0,0,0,1,1,108
ind. house,sector 33,unitech uniworld resorts,8.0,11428.0,7000.0,Plot area 7000(650.32 sq.m.),,7000.0,,4.0,4.0,3+ ,2.0,West,old Property,1,1,1,0,1,1,77
flat,sector 85,ss the leaf,2.13,7574.0,2812.25,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2200.0,2600.0,2812.0,4.0,4.0,3 ,2.0,North,Relatively New,0,0,0,0,0,1,49
flat,sector 89,smart world gems,1.2,12526.0,958.01,Carpet area: 958 (89 sq.m.),958.0,,,3.0,3.0,3 ,3.0,East,Under construction,0,1,1,0,0,1,131
flat,sector 103,satya the hermitage,0.93,6404.0,1452.22,Carpet area: 1452 (134.9 sq.m.),1452.0,,,2.0,3.0,3 ,3.0,East,Relatively New,0,0,0,0,1,2,90
ind. house,sector 11,,1.05,9722.0,1080.0,Built Up area: 1080 (100.34 sq.m.),,1080.0,,3.0,2.0,0,1.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 10a,,3.6,19608.0,1836.0,Plot area 204(170.57 sq.m.),,1836.0,,8.0,4.0,3 ,3.0,North,Moderately old,0,0,1,0,0,2,28
flat,sector 63a,signature global city 63a,1.65,15263.0,1081.05,Super Built up area 1081(100.43 sq.m.),,,1081.0,2.0,2.0,2 ,1.0,,Under construction,0,0,0,0,0,1,0
flat,sector 70,shree vardhman victoria,1.6,8205.0,1950.03,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1161.0,,1950.0,3.0,3.0,3 ,10.0,South,Relatively New,1,0,1,1,1,1,43
ind. house,sector 14,,5.5,16975.0,3240.0,Plot area 360(301.01 sq.m.)Built Up area: 355 sq.yards (296.83 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),2700.0,3240.0,,5.0,4.0,2 ,2.0,East,old Property,1,0,0,0,0,1,27
flat,sector 69,tulip white,0.9,6787.0,1326.06,Carpet area: 1326 (123.19 sq.m.),1326.0,,,3.0,2.0,3 ,6.0,North-East,Relatively New,0,0,1,0,0,1,121
ind. house,sector 92,ansal heights,2.75,9793.0,2808.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),,2808.0,,4.0,4.0,3+ ,3.0,,Relatively New,1,0,1,0,0,1,0
flat,sector 92,parkwood westend,0.7,5204.0,1345.12,Super Built up area 1345(124.95 sq.m.),,,1345.0,2.0,2.0,3 ,5.0,,Under construction,1,0,0,0,0,1,0
ind. house,sector 50,nirvana cedar crest,3.99,8866.0,4500.0,Plot area 4500(418.06 sq.m.),,4500.0,,4.0,5.0,3+ ,4.0,North-East,New Property,0,0,1,0,1,2,112
flat,sector 81,dlf the ultima,2.2,11190.0,1966.04,Super Built up area 2100(195.1 sq.m.),,,2100.0,3.0,4.0,3+ ,7.0,North-East,Relatively New,0,0,0,0,1,0,104
flat,sector 95,rof ananda,0.2,5599.0,366.14,Carpet area: 366.08 (34.01 sq.m.),366.0,,,1.0,1.0,1 ,2.0,South-West,Relatively New,0,0,1,0,0,1,53
flat,sector 1a,sbr minda sec 1 imt manesar,0.65,4259.0,1526.18,Carpet area: 1526 (141.77 sq.m.),1526.0,,,3.0,2.0,3+ ,6.0,South,Moderately old,0,0,0,0,0,1,5
ind. house,sector 105,,0.35,7778.0,450.0,Carpet area: 500 (46.45 sq.m.),500.0,,,2.0,2.0,1 ,2.0,East,undefined,0,0,0,0,0,1,0
ind. house,sector 82,vatika india next,7.0,194444.0,360.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),3743.0,360.0,,4.0,4.0,3+ ,3.0,North-East,Relatively New,0,0,0,0,1,0,105
flat,sector 84,alpha corp gurgaonone,2.2,6406.0,3434.28,Super Built up area 3434(319.03 sq.m.),,,3434.0,4.0,4.0,3+ ,15.0,South-West,Relatively New,0,0,0,0,1,1,97
ind. house,sector 76,ninex city,1.75,6250.0,2800.0,Carpet area: 2800 (260.13 sq.m.),2800.0,,,4.0,4.0,0,14.0,,undefined,0,0,0,0,0,1,0
flat,sector 92,sare green parc phase 3,0.7,5279.0,1326.01,Super Built up area 1326(123.19 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),1320.0,1325.0,1326.0,3.0,2.0,2 ,4.0,,Relatively New,0,0,0,0,0,1,56
flat,sector 36a,avl 36 gurgaon,0.37,10539.0,352.03,Super Built up area 352(32.7 sq.m.),,,352.0,1.0,1.0,1 ,3.0,North,Relatively New,0,0,0,0,0,2,88
flat,sector 83,vatika lifestyle homes,1.25,6839.0,1827.75,Super Built up area 1827.5(169.78 sq.m.),,,,3.0,2.0,1 ,6.0,South-West,Relatively New,1,1,1,0,1,0,174
flat,sector 54,suncity heights,3.85,16445.0,2341.14,Super Built up area 2341(217.49 sq.m.),,,2341.0,3.0,3.0,3+ ,8.0,,old Property,0,0,0,0,1,1,67
ind. house,sector 26,,7.0,39265.0,1783.0,Plot area 1782.72(165.62 sq.m.),,1783.0,,5.0,5.0,2 ,3.0,North-East,Relatively New,0,0,0,0,1,1,9
flat,sector 85,ss the leaf,1.91,5026.0,3800.24,Super Built up area 3950(366.97 sq.m.)Built Up area: 3890 sq.ft. (361.39 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),3800.0,3890.0,3950.0,4.0,6.0,3 ,6.0,North,Relatively New,0,0,0,0,1,1,174
ind. house,sector 11,not applicable,2.2,12222.0,1800.0,Plot area 1800(167.23 sq.m.),,1800.0,,4.0,3.0,2 ,1.0,South,old Property,1,0,1,0,0,1,24
flat,sector 81,dlf the ultima,2.3,10994.0,2092.05,Super Built up area 2092(194.35 sq.m.),,,2092.0,3.0,4.0,3+ ,6.0,East,New Property,0,0,0,0,1,0,167
ind. house,sector 2,,3.65,23442.0,1557.0,Plot area 173(144.65 sq.m.),,1557.0,,9.0,9.0,3+ ,3.0,West,New Property,0,0,1,0,1,2,116
flat,sector 65,emaar mgf emerald floors premier,2.29,13878.0,1650.09,Carpet area: 1650 (153.29 sq.m.),1650.0,,,3.0,4.0,3+ ,2.0,West,Relatively New,1,0,0,0,1,0,174
flat,sector 54,dlf park place,4.85,25866.0,1875.05,Super Built up area 1875(174.19 sq.m.),,,1875.0,3.0,4.0,3+ ,25.0,South-East,Relatively New,0,0,0,0,1,2,26
ind. house,sector 42,central park,6.5,19607.0,3315.0,Plot area 3315(307.97 sq.m.),,3315.0,,4.0,5.0,3 ,1.0,North-East,Moderately old,1,0,1,0,1,2,84
flat,sector 85,ss the leaf,1.15,11966.0,961.06,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),961.0,1263.0,1741.0,2.0,2.0,3 ,20.0,North-East,Relatively New,0,0,1,0,0,1,107
flat,sector 83,vatika lifestyle homes,1.3,4545.0,2860.29,Super Built up area 2860(265.7 sq.m.),,,2860.0,3.0,3.0,1 ,6.0,North-West,Relatively New,0,0,0,0,0,2,79
flat,sector 78,umang monsoon breeze,1.05,5666.0,1853.16,Built Up area: 1853 (172.15 sq.m.)Carpet area: 1390 sq.ft. (129.14 sq.m.),1390.0,1853.0,,3.0,3.0,3 ,6.0,North,Moderately old,0,0,0,0,0,1,0
ind. house,sector 57,,6.21,23000.0,2700.0,Plot area 300(250.84 sq.m.),,2700.0,,6.0,6.0,3+ ,4.0,North-East,old Property,1,1,1,0,1,1,52
